0.000000000000000000e+00 -0.000000000000000000e+00 2.159999999999999254e+00 2.004999999999999893e+00 2.375000000000000888e+00 -2.450000000000001066e-01
0.000000000000000000e+00 -4.999999999999893419e-03 2.239999999999999325e+00 1.910000000000000142e+00 2.299999999999999822e+00 -3.449999999999997513e-01
4.999999999999893419e-03 -4.999999999999893419e-03 2.325000000000000178e+00 1.805000000000000604e+00 2.235000000000000320e+00 -4.499999999999992895e-01
4.999999999999893419e-03 -9.999999999999786837e-03 2.405000000000000249e+00 1.700000000000000178e+00 2.159999999999999254e+00 -5.449999999999999289e-01
4.999999999999893419e-03 -9.999999999999786837e-03 2.479999999999999538e+00 1.595000000000000639e+00 2.084999999999999964e+00 -6.299999999999998934e-01
9.999999999999786837e-03 -4.999999999999893419e-03 2.555000000000000604e+00 1.480000000000000426e+00 2.014999999999999680e+00 -7.099999999999999645e-01
9.999999999999786837e-03 -4.999999999999893419e-03 2.620000000000000107e+00 1.365000000000000213e+00 1.950000000000000178e+00 -7.949999999999999289e-01
4.999999999999893419e-03 -4.999999999999893419e-03 2.680000000000000604e+00 1.250000000000000000e+00 1.879999999999999893e+00 -8.649999999999993250e-01
9.999999999999786837e-03 -0.000000000000000000e+00 2.735000000000000320e+00 1.120000000000000107e+00 1.815000000000000391e+00 -9.399999999999995026e-01
9.999999999999786837e-03 -0.000000000000000000e+00 2.790000000000000036e+00 9.900000000000002132e-01 1.754999999999999893e+00 -1.014999999999999680e+00
9.999999999999786837e-03 -0.000000000000000000e+00 2.829999999999999183e+00 8.550000000000004263e-01 1.690000000000000391e+00 -1.089999999999999858e+00
9.999999999999786837e-03 -0.000000000000000000e+00 2.870000000000000107e+00 7.200000000000006395e-01 1.625000000000000000e+00 -1.165000000000000036e+00
9.999999999999786837e-03 -0.000000000000000000e+00 2.899999999999999467e+00 5.750000000000001776e-01 1.565000000000000391e+00 -1.245000000000000107e+00
9.999999999999786837e-03 -0.000000000000000000e+00 2.930000000000000604e+00 4.350000000000004974e-01 1.504999999999999893e+00 -1.324999999999999289e+00
9.999999999999786837e-03 -4.999999999999893419e-03 2.944999999999999396e+00 2.900000000000000355e-01 1.440000000000000391e+00 -1.399999999999999467e+00
9.999999999999786837e-03 -4.999999999999893419e-03 2.959999999999999964e+00 1.400000000000005684e-01 1.384999999999999787e+00 -1.479999999999999538e+00
9.999999999999786837e-03 -9.999999999999786837e-03 2.965000000000000746e+00 -9.999999999999786837e-03 1.325000000000000178e+00 -1.559999999999999609e+00
1.499999999999968026e-02 -9.999999999999786837e-03 2.965000000000000746e+00 -1.600000000000001421e-01 1.264999999999999680e+00 -1.649999999999999467e+00
1.499999999999968026e-02 -9.999999999999786837e-03 2.954999999999999183e+00 -3.149999999999995026e-01 1.195000000000000284e+00 -1.739999999999999325e+00
9.999999999999786837e-03 -1.499999999999968026e-02 2.930000000000000604e+00 -4.649999999999998579e-01 1.129999999999999893e+00 -1.824999999999999289e+00
9.999999999999786837e-03 -9.999999999999786837e-03 2.899999999999999467e+00 -6.149999999999993250e-01 1.054999999999999716e+00 -1.919999999999999929e+00
9.999999999999786837e-03 -9.999999999999786837e-03 2.864999999999999325e+00 -7.599999999999997868e-01 9.850000000000003197e-01 -2.015000000000000568e+00
9.999999999999786837e-03 -9.999999999999786837e-03 2.819999999999999396e+00 -9.100000000000001421e-01 9.100000000000001421e-01 -2.109999999999999432e+00
9.999999999999786837e-03 -4.999999999999893419e-03 2.770000000000000462e+00 -1.054999999999999716e+00 8.349999999999999645e-01 -2.214999999999999858e+00
9.999999999999786837e-03 -4.999999999999893419e-03 2.715000000000000746e+00 -1.189999999999999503e+00 7.549999999999998934e-01 -2.320000000000000284e+00
9.999999999999786837e-03 -4.999999999999893419e-03 2.649999999999999467e+00 -1.330000000000000071e+00 6.749999999999998224e-01 -2.429999999999999716e+00
9.999999999999786837e-03 -0.000000000000000000e+00 2.575000000000000178e+00 -1.464999999999999858e+00 5.849999999999999645e-01 -2.539999999999999147e+00
9.999999999999786837e-03 4.999999999999893419e-03 2.489999999999999325e+00 -1.594999999999999751e+00 4.950000000000001066e-01 -2.650000000000000355e+00
9.999999999999786837e-03 4.999999999999893419e-03 2.399999999999999467e+00 -1.724999999999999645e+00 4.000000000000003553e-01 -2.769999999999999574e+00
9.999999999999786837e-03 1.000000000000067502e-02 2.305000000000000604e+00 -1.844999999999999751e+00 2.999999999999998224e-01 -2.890000000000000568e+00
4.999999999999893419e-03 1.500000000000056843e-02 2.200000000000000178e+00 -1.964999999999999858e+00 2.000000000000001776e-01 -3.015000000000000568e+00
4.999999999999893419e-03 1.500000000000056843e-02 2.090000000000000746e+00 -2.074999999999999289e+00 9.999999999999964473e-02 -3.144999999999999574e+00
4.999999999999893419e-03 1.500000000000056843e-02 1.969999999999999751e+00 -2.185000000000000497e+00 -4.999999999999893419e-03 -3.279999999999999361e+00
0.000000000000000000e+00 1.500000000000056843e-02 1.849999999999999645e+00 -2.289999999999999147e+00 -1.100000000000003197e-01 -3.410000000000000142e+00
